Product,Category,Date,Month,Hour,Department,ip,url
Merrell Men's All Out Flash Trail Running Sho,men's golf clubs,9/1/2017 7:37,Sep,7,outdoors ,186.82.23.71,/department/outdoors/category/men's%20golf%20clubs/product/Merrell%20Men's%20All%20Out%20Flash%20Trail%20Running%20Sho
adidas Kids' F5 Messi FG Soccer Cleat,baseball & softball,9/1/2017 7:38,Sep,7,fitness ,171.218.47.35,/department/fitness/category/baseball%20&%20softball/product/adidas%20Kids'%20F5%20Messi%20FG%20Soccer%20Cleat
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:38,Sep,7,fan shop ,149.80.45.147,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Glove It Imperial Golf Towel,trade-in,9/1/2017 7:39,Sep,7,outdoors ,208.81.249.185,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:40,Sep,7,fitness ,173.253.223.50,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 7:41,Sep,7,fitness ,125.117.200.10,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:41,Sep,7,fan shop ,14.237.63.159,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:41,Sep,7,fan shop ,139.109.118.7,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:41,Sep,7,fitness ,173.253.223.50,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:42,Sep,7,fitness ,173.253.223.50,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 7:43,Sep,7,golf ,145.8.77.90,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:43,Sep,7,fitness ,202.14.147.214,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt/add_to_cart
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:44,Sep,7,footwear ,9.146.85.217,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 7:44,Sep,7,golf ,63.241.234.226,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt/add_to_cart
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 7:44,Sep,7,footwear ,47.132.201.37,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide
SOLE E25 Elliptical,basketball,9/1/2017 7:44,Sep,7,fitness ,123.119.60.94,/department/fitness/category/basketball/product/SOLE%20E25%20Elliptical
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:45,Sep,7,fan shop ,173.253.223.50,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:45,Sep,7,footwear ,63.241.234.226,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Team Golf St. Louis Cardinals Putter Grip,accessories,9/1/2017 7:46,Sep,7,outdoors ,153.134.55.205,/department/outdoors/category/accessories/product/Team%20Golf%20St.%20Louis%20Cardinals%20Putter%20Grip/add_to_cart
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:46,Sep,7,apparel ,63.241.234.226,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:47,Sep,7,golf ,212.135.92.112,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
Glove It Imperial Golf Towel,trade-in,9/1/2017 7:48,Sep,7,outdoors ,95.19.107.83,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel/add_to_cart
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:48,Sep,7,apparel ,95.19.107.83,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/1/2017 7:48,Sep,7,outdoors ,25.13.126.141,/department/outdoors/category/golf%20apparel/product/Cleveland%20Golf%20Women's%20588%20RTX%20CB%20Satin%20Chrom/add_to_cart
Team Golf Tennessee Volunteers Putter Grip,accessories,9/1/2017 7:49,Sep,7,outdoors ,151.147.36.98,/department/outdoors/category/accessories/product/Team%20Golf%20Tennessee%20Volunteers%20Putter%20Grip
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 7:49,Sep,7,golf ,52.162.102.240,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:49,Sep,7,fitness ,166.251.98.174,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide
Titleist Club Glove Travel Cover,golf gloves,9/1/2017 7:50,Sep,7,outdoors ,95.224.113.89,/department/outdoors/category/golf%20gloves/product/Titleist%20Club%20Glove%20Travel%20Cover
Under Armour Women's Ignite Slide,electronics,9/1/2017 7:50,Sep,7,footwear ,95.19.107.83,/department/footwear/category/electronics/product/Under%20Armour%20Women's%20Ignite%20Slide
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:54,Sep,7,fan shop ,5.136.249.139,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:54,Sep,7,apparel ,9.146.85.217,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:54,Sep,7,apparel ,52.162.102.240,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:54,Sep,7,outdoors ,95.224.113.89,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:54,Sep,7,fitness ,139.109.118.7,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor/add_to_cart
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:55,Sep,7,apparel ,10.233.10.124,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart
SOLE E35 Elliptical,strength training,9/1/2017 7:55,Sep,7,footwear ,123.119.60.94,/department/footwear/category/strength%20training/product/SOLE%20E35%20Elliptical
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:55,Sep,7,outdoors ,153.134.55.205,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 7:56,Sep,7,golf ,220.170.162.248,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt/add_to_cart
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:56,Sep,7,fitness ,25.13.126.141,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor/add_to_cart
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:58,Sep,7,fitness ,202.14.147.214,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:58,Sep,7,fan shop ,67.33.149.24,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:59,Sep,7,golf ,125.117.200.10,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:59,Sep,7,apparel ,130.130.149.74,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 7:59,Sep,7,footwear ,67.207.60.176,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:59,Sep,7,golf ,25.13.126.141,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 8:00,Sep,8,fan shop ,25.13.126.141,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest/add_to_cart
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 8:00,Sep,8,golf ,67.33.149.24,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 8:00,Sep,8,golf ,125.117.200.10,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:01,Sep,8,apparel ,71.166.244.224,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 8:01,Sep,8,footwear ,130.130.149.74,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:01,Sep,8,fan shop ,213.20.140.246,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:01,Sep,8,fitness ,213.20.140.246,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor/add_to_cart
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 8:02,Sep,8,footwear ,173.253.223.50,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide/add_to_cart
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:02,Sep,8,apparel ,60.70.253.43,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
Glove It Imperial Golf Towel,trade-in,9/1/2017 8:02,Sep,8,outdoors ,205.138.187.143,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 8:03,Sep,8,fitness ,173.253.223.50,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 8:03,Sep,8,fitness ,211.223.16.247,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:04,Sep,8,apparel ,130.130.149.74,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:04,Sep,8,apparel ,173.253.223.50,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 8:05,Sep,8,fitness ,220.170.162.248,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 8:05,Sep,8,fan shop ,25.13.126.141,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:06,Sep,8,fan shop ,41.201.207.213,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi
Pelican Sunstream 100 Kayak,water sports,9/1/2017 8:06,Sep,8,fan shop ,25.13.126.141,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
LIJA Women's Button Golf Dress,golf shoes,9/1/2017 8:06,Sep,8,outdoors ,49.117.20.143,/department/outdoors/category/golf%20shoes/product/LIJA%20Women's%20Button%20Golf%20Dress/add_to_cart
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 8:06,Sep,8,fan shop ,213.20.140.246,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress/add_to_cart
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 8:07,Sep,8,fan shop ,220.170.162.248,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 8:07,Sep,8,fitness ,173.253.223.50,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
LIJA Women's Eyelet Sleeveless Golf Polo,golf shoes,9/1/2017 8:08,Sep,8,outdoors ,173.253.223.50,/department/outdoors/category/golf%20shoes/product/LIJA%20Women's%20Eyelet%20Sleeveless%20Golf%20Polo
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:08,Sep,8,apparel ,10.233.10.124,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 8:09,Sep,8,golf ,41.201.207.213,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
Glove It Imperial Golf Towel,trade-in,9/1/2017 8:09,Sep,8,outdoors ,60.70.253.43,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:09,Sep,8,fan shop ,154.16.187.28,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi
adidas Kids' F5 Messi FG Soccer Cleat,baseball & softball,9/1/2017 8:09,Sep,8,fitness ,14.145.32.182,/department/fitness/category/baseball%20&%20softball/product/adidas%20Kids'%20F5%20Messi%20FG%20Soccer%20Cleat
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 8:09,Sep,8,footwear ,10.233.10.124,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 8:10,Sep,8,fan shop ,10.233.10.124,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Nike Dri-FIT Crew Sock 6 Pack,hockey,9/1/2017 8:10,Sep,8,fitness ,95.234.113.98,/department/fitness/category/hockey/product/Nike%20Dri-FIT%20Crew%20Sock%206%20Pack
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 8:10,Sep,8,outdoors ,85.135.134.214,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:10,Sep,8,fitness ,49.117.20.143,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:11,Sep,8,golf ,74.21.11.186,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:11,Sep,8,golf ,28.84.236.182,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 8:11,Sep,8,fitness ,108.167.119.184,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide/add_to_cart
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:11,Sep,8,fan shop ,73.70.250.75,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi
Glove It Imperial Golf Towel,trade-in,9/1/2017 8:11,Sep,8,outdoors ,102.243.86.248,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel
Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 8:12,Sep,8,fitness ,89.48.190.13,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr
Team Golf Tennessee Volunteers Putter Grip,accessories,9/1/2017 8:12,Sep,8,outdoors ,14.145.32.182,/department/outdoors/category/accessories/product/Team%20Golf%20Tennessee%20Volunteers%20Putter%20Grip
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 8:12,Sep,8,footwear ,62.164.176.196,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide
Diamondback Boys' Insight 24 Performance Hybr,basketball,9/1/2017 8:12,Sep,8,fitness ,216.45.143.120,/department/fitness/category/basketball/product/Diamondback%20Boys'%20Insight%2024%20Performance%20Hybr
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 8:13,Sep,8,footwear ,221.160.70.14,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 8:14,Sep,8,golf ,151.147.36.98,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 8:14,Sep,8,fan shop ,79.59.101.63,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:15,Sep,8,fitness ,168.185.213.44,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor
Titleist Club Glove Travel Cover,golf gloves,9/1/2017 8:15,Sep,8,outdoors ,208.81.249.185,/department/outdoors/category/golf%20gloves/product/Titleist%20Club%20Glove%20Travel%20Cover
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 8:16,Sep,8,fitness ,95.60.0.190,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt/add_to_cart
Team Golf St. Louis Cardinals Putter Grip,accessories,9/1/2017 8:16,Sep,8,outdoors ,168.185.213.44,/department/outdoors/category/accessories/product/Team%20Golf%20St.%20Louis%20Cardinals%20Putter%20Grip
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 8:17,Sep,8,golf ,73.70.250.75,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
Team Golf Texas Longhorns Putter Grip,accessories,9/1/2017 8:17,Sep,8,outdoors ,213.20.140.246,/department/outdoors/category/accessories/product/Team%20Golf%20Texas%20Longhorns%20Putter%20Grip
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 8:17,Sep,8,footwear ,216.45.143.120,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:17,Sep,8,apparel ,168.185.213.44,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:17,Sep,8,apparel ,46.223.252.42,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Pelican Sunstream 100 Kayak,water sports,9/1/2017 8:18,Sep,8,fan shop ,64.233.242.248,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:18,Sep,8,apparel ,151.147.36.98,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 8:18,Sep,8,fitness ,108.167.119.184,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 8:19,Sep,8,footwear ,95.60.0.190,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:19,Sep,8,golf ,41.201.207.213,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 8:20,Sep,8,footwear ,221.160.70.14,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag/add_to_cart
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 8:20,Sep,8,footwear ,108.167.119.184,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:21,Sep,8,fitness ,221.160.70.14,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:21,Sep,8,golf ,168.185.213.44,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 8:22,Sep,8,footwear ,216.45.143.120,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Titleist Pro V1x High Numbers Golf Balls,electronics,9/1/2017 8:22,Sep,8,outdoors ,216.45.143.120,/department/outdoors/category/electronics/product/Titleist%20Pro%20V1x%20High%20Numbers%20Golf%20Balls
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:22,Sep,8,golf ,89.48.190.13,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 8:22,Sep,8,fan shop ,79.59.101.63,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:23,Sep,8,golf ,221.160.70.14,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Under Armour Women's Ignite Slide,electronics,9/1/2017 8:23,Sep,8,footwear ,168.185.213.44,/department/footwear/category/electronics/product/Under%20Armour%20Women's%20Ignite%20Slide
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 8:23,Sep,8,outdoors ,89.48.190.13,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:24,Sep,8,fitness ,41.201.207.213,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:24,Sep,8,golf ,102.243.86.248,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 8:25,Sep,8,fitness ,102.243.86.248,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:26,Sep,8,apparel ,221.160.70.14,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 8:26,Sep,8,footwear ,149.95.217.202,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack
adidas Men's Germany Black Crest Away Tee,girls' apparel,9/1/2017 8:27,Sep,8,golf ,41.209.131.244,/department/golf/category/girls'%20apparel/product/adidas%20Men's%20Germany%20Black%20Crest%20Away%20Tee/add_to_cart
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 8:27,Sep,8,fan shop ,221.160.70.14,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:27,Sep,8,apparel ,34.175.52.9,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Under Armour Women's Ignite Slide,electronics,9/1/2017 8:27,Sep,8,footwear ,194.78.95.39,/department/footwear/category/electronics/product/Under%20Armour%20Women's%20Ignite%20Slide/add_to_cart
Under Armour Women's Ignite Slide,electronics,9/1/2017 8:28,Sep,8,footwear ,221.160.70.14,/department/footwear/category/electronics/product/Under%20Armour%20Women's%20Ignite%20Slide
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:28,Sep,8,fitness ,149.95.217.202,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:28,Sep,8,golf ,79.59.101.63,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:29,Sep,8,golf ,190.134.131.64,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Under Armour Women's Ignite Slide,electronics,9/1/2017 8:29,Sep,8,footwear ,28.84.236.182,/department/footwear/category/electronics/product/Under%20Armour%20Women's%20Ignite%20Slide/add_to_cart
Pelican Sunstream 100 Kayak,water sports,9/1/2017 8:30,Sep,8,fan shop ,148.228.220.24,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
